0;48.5
30;46.5
60;44.2
90;42.2
120;40.4
150;38.8
180;37.2
210;36.5
240;35.5
270;34.5
300;33.9
330;33.3
360;32.9
390;32.5
420;31.9
450;31.2
480;30.7
510;30.5
540;30.4
